timestamp_ms,value,is_anomaly
1397255520000,14.0,0
1397255820000,13.354000000000001,0
1397256120000,14.372,0
1397256420000,13.334000000000001,0
1397256720000,13.645999999999999,0
1397257020000,13.332,0
1397257320000,14.005999999999998,0
1397257620000,13.334000000000001,0
1397257920000,14.664000000000001,0
1397258220000,13.334000000000001,0
1397258520000,14.0,0
1397258820000,13.665999999999999,0
1397259120000,13.332,0
1397259420000,13.668,0
1397259720000,13.35,0
1397260020000,13.0,0
1397260320000,14.0,0
1397260620000,13.526,0
1397260920000,13.332,0
1397261220000,13.0,0
1397261520000,13.665999999999999,0
1397261820000,13.0,0
1397262120000,13.998,0
1397262420000,13.372,0
1397262720000,14.0,0
1397263020000,13.0,0
1397263320000,13.332,0
1397263620000,13.665999999999999,0
1397263920000,13.674000000000001,0
1397264220000,13.332,0
1397264520000,13.0,0
1397264820000,13.665999999999999,0
1397265120000,14.334000000000001,0
1397265420000,13.0,0
1397265720000,13.665999999999999,0
1397266020000,13.322000000000001,0
1397266320000,13.665999999999999,0
1397266620000,13.0,0
1397266920000,14.334000000000001,0
1397267220000,13.0,0
1397267520000,14.334000000000001,0
1397267820000,14.0,0
1397268120000,13.34,0
1397268420000,13.332,0
1397268720000,13.0,0
1397269020000,13.334000000000001,0
1397269320000,14.0,0
1397269620000,14.668,0
1397269920000,13.665999999999999,0
1397270220000,14.334000000000001,0
1397270520000,13.655999999999999,0
1397270820000,13.0,0
1397271120000,13.998,0
1397271420000,14.332,0
1397271720000,12.665999999999999,0
1397272020000,13.594000000000001,0
1397272320000,13.665999999999999,0
1397272620000,13.665999999999999,0
1397272920000,12.998,0
1397273220000,14.668,0
1397273520000,13.015999999999998,0
1397273820000,14.002,0
1397274120000,12.985999999999999,0
1397274420000,14.334000000000001,0
1397274720000,13.0,0
1397275020000,14.335999999999999,0
1397275320000,12.998,0
1397275620000,13.708,0
1397275920000,13.296,0
1397276220000,14.332,0
1397276520000,12.998,0
1397276820000,13.668,0
1397277120000,13.665999999999999,0
1397277420000,13.64,0
1397277720000,13.332,0
1397278020000,14.034,0
1397278320000,12.665999999999999,0
1397278620000,14.334000000000001,0
1397278920000,13.332,0
1397279220000,13.335999999999999,0
1397279520000,13.668,0
1397279820000,13.335999999999999,0
1397280120000,13.716,0
1397280420000,13.274000000000001,0
1397280720000,13.032,0
1397281020000,13.332,0
1397281320000,13.665999999999999,0
1397281620000,13.0,0
1397281920000,13.665999999999999,0
1397282220000,13.332,0
1397282520000,13.332,0
1397282820000,13.332,0
1397283120000,14.318,0
1397283420000,13.29,0
1397283720000,12.998,0
1397284020000,14.0,0
1397284320000,13.332,0
1397284620000,13.334000000000001,0
1397284920000,14.0,0
1397285220000,14.332,0
1397285520000,14.0,0
1397285820000,13.634,0
1397286120000,13.37,0
1397286420000,13.38,0
1397286720000,13.665999999999999,0
1397287020000,13.0,0
1397287320000,14.05,0
1397287620000,12.972000000000001,0
1397287920000,12.998,0
1397288220000,13.655999999999999,0
1397288520000,13.332,0
1397288820000,13.665999999999999,0
1397289120000,14.0,0
1397289420000,16.0,0
1397289720000,13.665999999999999,0
1397290020000,13.334000000000001,0
1397290320000,13.734000000000002,0
1397290620000,13.308,0
1397290920000,13.332,0
1397291220000,13.665999999999999,0
1397291520000,13.332,0
1397291820000,13.668,0
1397292120000,13.665999999999999,0
1397292420000,13.334000000000001,0
1397292720000,13.65,0
1397293020000,13.724,0
1397293320000,14.334000000000001,0
1397293620000,13.052,0
1397293920000,14.0,0
1397294220000,13.0,0
1397294520000,14.33,0
1397294820000,13.332,0
1397295120000,13.332,0
1397295420000,14.014000000000001,0
1397295720000,13.665999999999999,0
1397296020000,13.0,0
1397296320000,12.998,0
1397296620000,13.665999999999999,0
1397296920000,14.0,0
1397297220000,13.334000000000001,0
1397297520000,13.668,0
1397297820000,13.334000000000001,0
1397298120000,13.332,0
1397298420000,13.718,0
1397298720000,13.665999999999999,0
1397299020000,13.334000000000001,0
1397299320000,14.002,0
1397299620000,13.0,0
1397299920000,13.995999999999999,0
1397300220000,13.998,0
1397300520000,13.655999999999999,0
1397300820000,14.328,0
1397301120000,13.332,0
1397301420000,13.334000000000001,0
1397301720000,12.998,0
1397302020000,13.334000000000001,0
1397302320000,13.332,0
1397302620000,13.665999999999999,0
1397302920000,13.332,0
1397303220000,13.334000000000001,0
1397303520000,13.332,0
1397303820000,13.665999999999999,0
1397304120000,12.665999999999999,0
1397304420000,13.334000000000001,0
1397304720000,13.712,0
1397305020000,14.3,0
1397305320000,13.06,0
1397305620000,13.597999999999999,0
1397305920000,13.668,0
1397306220000,13.716,0
1397306520000,13.332,0
1397306820000,13.335999999999999,0
1397307120000,13.315999999999999,0
1397307420000,14.0,0
1397307720000,12.998,0
1397308020000,13.37,0
1397308320000,13.315999999999999,0
1397308620000,14.0,0
