timestamp_ms,value,is_anomaly
1392388200000,1.732,0
1392388500000,1.732,0
1392388800000,1.96,0
1392389100000,1.732,0
1392389400000,1.706,0
1392389700000,1.734,0
1392390000000,1.766,0
1392390300000,1.766,0
1392390600000,2.026,0
1392390900000,1.7619999999999998,0
1392391200000,1.704,0
1392391500000,1.834,0
1392391800000,1.8319999999999999,0
1392392100000,1.8259999999999998,0
1392392400000,1.9080000000000001,0
1392392700000,1.798,0
1392393000000,1.732,0
1392393300000,1.8019999999999998,0
1392393600000,1.764,0
1392393900000,1.86,0
1392394200000,1.9980000000000002,0
1392394500000,1.7719999999999998,0
1392394800000,1.734,0
1392395100000,1.766,0
1392395400000,1.76,0
1392395700000,1.7380000000000002,0
1392396000000,1.93,0
1392396300000,1.8,0
1392396600000,1.732,0
1392396900000,1.766,0
1392397200000,1.798,0
1392397500000,1.8,0
1392397800000,1.99,0
1392398100000,1.7380000000000002,0
1392398400000,1.76,0
1392398700000,1.7719999999999998,0
1392399000000,1.764,0
1392399300000,1.732,0
1392399600000,2.0,0
1392399900000,1.7,0
1392400200000,1.798,0
1392400500000,1.732,0
1392400800000,1.764,0
1392401100000,1.7619999999999998,0
1392401400000,1.97,0
1392401700000,1.7280000000000002,0
1392402000000,1.806,0
1392402300000,1.8,0
1392402600000,1.86,0
1392402900000,1.7380000000000002,0
1392403200000,1.992,0
1392403500000,1.702,0
1392403800000,1.766,0
1392404100000,1.76,0
1392404400000,1.8319999999999999,0
1392404700000,1.774,0
1392405000000,1.9980000000000002,0
1392405300000,1.7919999999999998,0
1392405600000,1.798,0
1392405900000,1.838,0
1392406200000,1.798,0
1392406500000,1.764,0
1392406800000,2.032,0
1392407100000,1.83,0
1392407400000,1.766,0
1392407700000,1.954,0
1392408000000,1.702,0
1392408300000,1.8659999999999999,0
1392408600000,1.966,0
1392408900000,1.83,0
1392409200000,1.76,0
1392409500000,1.8359999999999999,0
1392409800000,1.766,0
1392410100000,1.8259999999999998,0
1392410400000,1.9040000000000001,0
1392410700000,1.83,0
1392411000000,1.732,0
1392411300000,1.8259999999999998,0
1392411600000,1.704,0
1392411900000,1.766,0
1392412200000,1.9580000000000002,0
1392412500000,1.764,0
1392412800000,1.768,0
1392413100000,1.7719999999999998,0
1392413400000,1.788,0
1392413700000,1.67,0
1392414000000,1.8659999999999999,0
1392414300000,1.732,0
1392414600000,1.726,0
1392414900000,1.706,0
1392415200000,1.834,0
1392415500000,1.734,0
1392415800000,1.9680000000000002,0
1392416100000,1.966,0
1392416400000,2.0580000000000003,0
1392416700000,1.838,0
1392417000000,1.966,0
1392417300000,1.932,0
1392417600000,2.162,0
1392417900000,1.926,0
1392418200000,1.9680000000000002,0
1392418500000,1.932,0
1392418800000,2.006,0
1392419100000,1.992,0
1392419400000,2.0340000000000003,0
1392419700000,1.704,0
1392420000000,1.834,0
1392420300000,1.732,0
1392420600000,1.824,0
1392420900000,1.704,0
1392421200000,1.966,0
1392421500000,1.766,0
1392421800000,1.8,0
1392422100000,1.764,0
1392422400000,1.858,0
1392422700000,1.84,0
1392423000000,2.0,0
1392423300000,1.8,0
1392423600000,1.76,0
1392423900000,1.806,0
1392424200000,1.766,0
1392424500000,1.8,0
1392424800000,1.966,0
1392425100000,1.796,0
1392425400000,1.798,0
1392425700000,1.794,0
1392426000000,1.84,0
1392426300000,1.766,0
1392426600000,1.962,0
1392426900000,1.766,0
1392427200000,1.756,0
1392427500000,1.7380000000000002,0
1392427800000,1.7280000000000002,0
1392428100000,1.8319999999999999,0
1392428400000,2.0,0
1392428700000,1.7,0
1392429000000,1.774,0
1392429300000,1.8,0
1392429600000,1.732,0
1392429900000,1.8,0
1392430200000,2.06,0
1392430500000,1.798,0
1392430800000,1.764,0
1392431100000,1.67,0
